Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
brand;url;image_url;collection;reference_code;price;currency;country;life_span_date;category;scrapping_date,,,,,,,,
Chopard;https://www.chopard.com/fr-ch/watch/278620-3004.html;https://objects-prod.cdn.chopard.com/q_auto,f_auto,dpr_auto/e_trim/c_lpad,w_iw,h_ih/c_lpad,ar_1:1,w_800,"g_center/ProductsAssets/Web/278620-3004_01.png;""HAPPY SPORT"";278620-3004;4650;CHF;Switzerland;""2025-01-28 00:00:00"";Watches;2025-01-06",
Chopard;https://www.chopard.com/fr-ch/watch/278620-3005.html;https://objects-prod.cdn.chopard.com/q_auto,f_auto,dpr_auto/e_trim/c_lpad,w_iw,h_ih/c_lpad,ar_1:1,w_800,"g_center/ProductsAssets/Web/278620-3005_01.png;""HAPPY SPORT"";278620-3005;4650;CHF;Switzerland;""2025-01-28 00:00:00"";Watches;2025-01-06",
Chopard;https://www.chopard.com/fr-ch/watch/278590-6015.html;https://objects-prod.cdn.chopard.com/q_auto,f_auto,dpr_auto/e_trim/c_lpad,w_iw,h_ih/c_lpad,ar_1:1,w_800,"g_center/ProductsAssets/Web/278590-6015_01.png;""HAPPY SPORT"";278590-6015;4950;CHF;Switzerland;""2025-01-28 00:00:00"";Watches;2025-01-06",
Chopard;https://www.chopard.com/fr-ch/watch/278620-6001.html;https://objects-prod.cdn.chopard.com/q_auto,f_auto,dpr_auto/e_trim/c_lpad,w_iw,h_ih/c_lpad,ar_1:1,w_800,"g_center/ProductsAssets/Web/278620-6001_01.png;""HAPPY SPORT"";278620-6001;5580;CHF;Switzerland;""2025-01-28 00:00:00"";Watches;2025-01-06",
Chopard;https://www.chopard.com/fr-ch/watch/278590-3002.html;https://objects-prod.cdn.chopard.com/q_auto,f_auto,dpr_auto/e_trim/c_lpad,w_iw,h_ih/c_lpad,ar_1:1,w_800,"g_center/ProductsAssets/Web/278590-3002_01.png;""HAPPY SPORT"";278590-3002;5730;CHF;Switzerland;""2025-01-28 00:00:00"";Watches;2025-01-06",
Chopard;https://www.chopard.com/fr-ch/watch/278582-3001.html;https://objects-prod.cdn.chopard.com/q_auto,f_auto,dpr_auto/e_trim/c_lpad,w_iw,h_ih/c_lpad,ar_1:1,w_800,"g_center/ProductsAssets/Web/278582-3001_01.png;""HAPPY SPORT"";278582-3001;5770;CHF;Switzerland;""2025-01-28 00:00:00"";Watches;2025-01-06",
Chopard;https://www.chopard.com/fr-ch/watch/278590-3013.html;https://objects-prod.cdn.chopard.com/q_auto,f_auto,dpr_auto/e_trim/c_lpad,w_iw,h_ih/c_lpad,ar_1:1,w_800,"g_center/ProductsAssets/Web/278590-3013_01.png;""HAPPY SPORT"";278590-3013;5970;CHF;Switzerland;""2025-01-28 00:00:00"";Watches;2025-01-06",
Chopard;https://www.chopard.com/fr-ch/watch/278590-3010.html;https://objects-prod.cdn.chopard.com/q_auto,f_auto,dpr_auto/e_trim/c_lpad,w_iw,h_ih/c_lpad,ar_1:1,w_800,"g_center/ProductsAssets/Web/278590-3010_01.png;""HAPPY SPORT"";278590-3010;5970;CHF;Switzerland;""2025-01-28 00:00:00"";Watches;2025-01-06",
Chopard;https://www.chopard.com/fr-ch/watch/278590-3012.html;https://objects-prod.cdn.chopard.com/q_auto,f_auto,dpr_auto/e_trim/c_lpad,w_iw,h_ih/c_lpad,ar_1:1,w_800,"g_center/ProductsAssets/Web/278590-3012_01.png;""HAPPY SPORT"";278590-3012;5970;CHF;Switzerland;""2025-01-28 00:00:00"";Watches;2025-01-06",
Chopard;https://www.chopard.com/fr-ch/watch/278582-6014.html;https://objects-prod.cdn.chopard.com/q_auto,f_auto,dpr_auto/e_trim/c_lpad,w_iw,h_ih/c_lpad,ar_1:1,w_800,"g_center/ProductsAssets/Web/278582-6014_01.png;""HAPPY SPORT"";278582-6014;6400;CHF;Switzerland;""2025-01-28 00:00:00"";Watches;2025-01-06",
